Id,home_market,away_market,LineProvider,Spread,FormattedSpread
401520288,Ole Miss,LSU,William Hill (New Jersey),3,LSU -3
401531904,Troy,South Alabama,ESPN Bet,-7,Troy -7
401531904,Troy,South Alabama,Bovada,-6.5,Troy -6.5
401531904,Troy,South Alabama,DraftKings,-5.5,Troy -5.5
401525540,Syracuse,Boston College,ESPN Bet,-0.5,Syracuse -0.5
401525540,Syracuse,Boston College,Bovada,1,Boston College -1.0
401525540,Syracuse,Boston College,DraftKings,-3,Syracuse -3
401520364,Georgia,Missouri,ESPN Bet,-14.5,Georgia -14.5
401520364,Georgia,Missouri,Bovada,-14.5,Georgia -14.5
401520364,Georgia,Missouri,DraftKings,-15,Georgia -15
401520373,Northwestern,Iowa,ESPN Bet,5.5,Iowa -5.5
401520373,Northwestern,Iowa,Bovada,5,Iowa -5.0
401520373,Northwestern,Iowa,DraftKings,4.5,Iowa -4.5
401520374,Ole Miss,Texas A&M,ESPN Bet,-3.5,Ole Miss -3.5
401520374,Ole Miss,Texas A&M,DraftKings,-3,Ole Miss -3
401520374,Ole Miss,Texas A&M,Bovada,-3,Ole Miss -3.0
401520375,Rutgers,Ohio State,ESPN Bet,18.5,Ohio State -18.5
401520375,Rutgers,Ohio State,Bovada,19,Ohio State -19.0
401520375,Rutgers,Ohio State,DraftKings,19,Ohio State -19
401524047,Oregon,California,ESPN Bet,-25.5,Oregon -25.5
401524047,Oregon,California,DraftKings,-24.5,Oregon -24.5
401524047,Oregon,California,Bovada,-26.5,Oregon -26.5
401524048,USC,Washington,ESPN Bet,3.5,Washington -3.5
401524048,USC,Washington,DraftKings,3,Washington -3
401524048,USC,Washington,Bovada,3,Washington -3.0
401525441,Clemson,Notre Dame,ESPN Bet,2.5,Notre Dame -2.5
401525441,Clemson,Notre Dame,Bovada,3,Notre Dame -3.0
401525441,Clemson,Notre Dame,DraftKings,3,Notre Dame -3
401525541,Pittsburgh,Florida State,ESPN Bet,20.5,Florida State -20.5
401525541,Pittsburgh,Florida State,DraftKings,21.5,Florida State -21.5
401525541,Pittsburgh,Florida State,Bovada,21.5,Florida State -21.5
401525883,Oklahoma State,Oklahoma,ESPN Bet,7.5,Oklahoma -7.5
401525883,Oklahoma State,Oklahoma,Bovada,5,Oklahoma -5.0
401525883,Oklahoma State,Oklahoma,DraftKings,6,Oklahoma -6
401524050,Washington State,Stanford,ESPN Bet,-13.5,Washington State -13.5
401524050,Washington State,Stanford,Bovada,-14,Washington State -14.0
401524050,Washington State,Stanford,DraftKings,-13,Washington State -13
401525884,Texas,Kansas State,Bovada,-3.5,Texas -3.5
401525884,Texas,Kansas State,DraftKings,-4,Texas -4
401525885,West Virginia,BYU,ESPN Bet,-12.5,West Virginia -12.5
401525885,West Virginia,BYU,Bovada,-12.5,West Virginia -12.5
401525885,West Virginia,BYU,DraftKings,-13,West Virginia -13
401531343,Tulsa,Charlotte,ESPN Bet,-4.5,Tulsa -4.5
401531343,Tulsa,Charlotte,Bovada,-4,Tulsa -4.0
401531343,Tulsa,Charlotte,DraftKings,-4.5,Tulsa -4.5
401531374,East Carolina,Tulane,ESPN Bet,16.5,Tulane -16.5
401531374,East Carolina,Tulane,Bovada,17,Tulane -17.0
401531374,East Carolina,Tulane,DraftKings,17,Tulane -17
401531383,UAB,Florida Atlantic,ESPN Bet,2.5,Florida Atlantic -2.5
401531383,UAB,Florida Atlantic,Bovada,1,Florida Atlantic -1.0
401531383,UAB,Florida Atlantic,DraftKings,-1,UAB -1
401532608,Fresno State,Boise State,ESPN Bet,-2.5,Fresno State -2.5
401532608,Fresno State,Boise State,DraftKings,-3,Fresno State -3
401532608,Fresno State,Boise State,Bovada,-2.5,Fresno State -2.5
401531392,Temple,Navy,ESPN Bet,7.5,Navy -7.5
401531392,Temple,Navy,Bovada,7,Navy -7.0
401531392,Temple,Navy,DraftKings,7,Navy -7
401532609,Wyoming,Colorado State,ESPN Bet,-5.5,Wyoming -5.5
401532609,Wyoming,Colorado State,Bovada,-6,Wyoming -6.0
401532609,Wyoming,Colorado State,DraftKings,-6,Wyoming -6
401531399,North Texas,UTSA,ESPN Bet,7.5,UTSA -7.5
401531399,North Texas,UTSA,Bovada,7.5,UTSA -7.5
401531399,North Texas,UTSA,DraftKings,7.5,UTSA -7.5
401532610,Nevada,Hawai'i,ESPN Bet,-3.5,Nevada -3.5
401532610,Nevada,Hawai'i,Bovada,-3,Nevada -3.0
401532610,Nevada,Hawai'i,DraftKings,-3.5,Nevada -3.5
401532611,New Mexico,UNLV,ESPN Bet,14.5,UNLV -14.5
401532611,New Mexico,UNLV,Bovada,15,UNLV -15.0
401532611,New Mexico,UNLV,DraftKings,10,UNLV -10
401531425,Memphis,South Florida,ESPN Bet,-13.5,Memphis -13.5
401531425,Memphis,South Florida,Bovada,-13.5,Memphis -13.5
401531425,Memphis,South Florida,DraftKings,-13.5,Memphis -13.5
401532612,San Diego State,Utah State,DraftKings,2.5,Utah State -2.5
401532612,San Diego State,Utah State,Bovada,2,Utah State -2.0
401531440,Rice,SMU,ESPN Bet,12.5,SMU -12.5
401531440,Rice,SMU,Bovada,13,SMU -13.0
401531440,Rice,SMU,DraftKings,12,SMU -12
401520362,Alabama,LSU,ESPN Bet,-3.5,Alabama -3.5
401520362,Alabama,LSU,Bovada,-3,Alabama -3.0
401520362,Alabama,LSU,DraftKings,-3,Alabama -3
401531905,App State,Marshall,ESPN Bet,-2.5,App State -2.5
401531905,App State,Marshall,DraftKings,-3.5,App State -3.5
401531905,App State,Marshall,Bovada,-3,App State -3.0
401531906,Georgia State,James Madison,ESPN Bet,6.5,James Madison -6.5
401531906,Georgia State,James Madison,DraftKings,6,James Madison -6
401531906,Georgia State,James Madison,Bovada,6,James Madison -6.0
401520363,Florida,Arkansas,ESPN Bet,-3.5,Florida -3.5
401520363,Florida,Arkansas,Bovada,-3,Florida -3.0
401520363,Florida,Arkansas,DraftKings,-4.5,Florida -4.5
401531907,Old Dominion,Coastal Carolina,ESPN Bet,-0.5,Old Dominion -0.5
401531907,Old Dominion,Coastal Carolina,Bovada,-1,Old Dominion -1.0
401531907,Old Dominion,Coastal Carolina,DraftKings,1,Coastal Carolina -1
401520367,Maryland,Penn State,ESPN Bet,7.5,Penn State -7.5
401520367,Maryland,Penn State,DraftKings,8.5,Penn State -8.5
401520367,Maryland,Penn State,Bovada,8.5,Penn State -8.5
401531908,Arkansas State,Louisiana,ESPN Bet,6.5,Louisiana -6.5
401531908,Arkansas State,Louisiana,Bovada,7,Louisiana -7.0
401531908,Arkansas State,Louisiana,DraftKings,9,Louisiana -9
401531909,Southern Miss,UL Monroe,ESPN Bet,-2.5,Southern Miss -2.5
401531909,Southern Miss,UL Monroe,DraftKings,-3,Southern Miss -3
401531909,Southern Miss,UL Monroe,Bovada,-3,Southern Miss -3.0
401531910,Texas State,Georgia Southern,Bovada,-2.5,Texas State -2.5
401531910,Texas State,Georgia Southern,DraftKings,2,Georgia Southern -2
401520368,Michigan,Purdue,ESPN Bet,-32.5,Michigan -32.5
401520368,Michigan,Purdue,Bovada,-31,Michigan -31.0
401520368,Michigan,Purdue,DraftKings,-32.5,Michigan -32.5
401520369,Michigan State,Nebraska,ESPN Bet,3.5,Nebraska -3.5
401520369,Michigan State,Nebraska,Bovada,3,Nebraska -3.0
401520369,Michigan State,Nebraska,DraftKings,3,Nebraska -3
401520370,Minnesota,Illinois,ESPN Bet,-2.5,Minnesota -2.5
401520370,Minnesota,Illinois,Bovada,-2,Minnesota -2.0
401520370,Minnesota,Illinois,DraftKings,-1.5,Minnesota -1.5
401520371,Mississippi State,Kentucky,ESPN Bet,5.5,Kentucky -5.5
401520371,Mississippi State,Kentucky,DraftKings,5,Kentucky -5
401520371,Mississippi State,Kentucky,Bovada,5.5,Kentucky -5.5
401520372,New Mexico State,Middle Tennessee,ESPN Bet,-3.5,New Mexico State -3.5
401520372,New Mexico State,Middle Tennessee,DraftKings,-3.5,New Mexico State -3.5
401520372,New Mexico State,Middle Tennessee,Bovada,-3,New Mexico State -3.0
401540173,Southern Illinois,Austin Peay,Bovada,-7.5,Southern Illinois -7.5
401520435,Michigan State,Penn State,Bovada,23.5,Penn State -23.5
401520435,Michigan State,Penn State,DraftKings,20,Penn State -20
401520432,Louisville,Kentucky,DraftKings,-7,Louisville -7
401520432,Louisville,Kentucky,Bovada,-7.5,Louisville -7.5
401520432,Louisville,Kentucky,ESPN Bet,-7.5,Louisville -7.5
401531834,Georgia State,Rhode Island,DraftKings,-17.5,Georgia State -17.5
401531834,Georgia State,Rhode Island,Bovada,-16.5,Georgia State -16.5
401531834,Georgia State,Rhode Island,William Hill (New Jersey),-18,Georgia State -18
401520439,Rutgers,Maryland,Bovada,2,Maryland -2.0
401520439,Rutgers,Maryland,DraftKings,2,Maryland -2
401520195,Kansas,Illinois,DraftKings,-3.5,Kansas -3.5
401520195,Kansas,Illinois,Bovada,-4,Kansas -4.0
401520195,Kansas,Illinois,William Hill (New Jersey),-3.5,Kansas -3.5
401520442,Tennessee,Vanderbilt,DraftKings,-25.5,Tennessee -25.5
401520442,Tennessee,Vanderbilt,ESPN Bet,-27.5,Tennessee -27.5
401520442,Tennessee,Vanderbilt,Bovada,-27,Tennessee -27.0
401532582,Boise State,North Dakota,William Hill (New Jersey),-15,Boise State -15
401524064,Arizona State,Arizona,ESPN Bet,12.5,Arizona -12.5
401524064,Arizona State,Arizona,Bovada,13,Arizona -13.0
401524064,Arizona State,Arizona,DraftKings,12.5,Arizona -12.5
401524065,Stanford,Notre Dame,DraftKings,24.5,Notre Dame -24.5
401524065,Stanford,Notre Dame,ESPN Bet,26.5,Notre Dame -26.5
401524065,Stanford,Notre Dame,Bovada,26,Notre Dame -26.0
401520219,Arizona,UTEP,Bovada,-18.5,Arizona -18.5
401520219,Arizona,UTEP,William Hill (New Jersey),-18,Arizona -18
401524068,Washington,Washington State,ESPN Bet,-15.5,Washington -15.5
401524068,Washington,Washington State,Bovada,-14.5,Washington -14.5
401524068,Washington,Washington State,DraftKings,-16,Washington -16
401520221,Auburn,Samford,William Hill (New Jersey),-37.5,Auburn -37.5
401525562,NC State,North Carolina,Bovada,3,North Carolina -3.0
401525562,NC State,North Carolina,DraftKings,2,North Carolina -2
401520222,Buffalo,Liberty,Bovada,3,Liberty -3.0
401520222,Buffalo,Liberty,William Hill (New Jersey),2.5,Liberty -2.5
401525904,Kansas State,Iowa State,DraftKings,-11.5,Kansas State -11.5
401525904,Kansas State,Iowa State,ESPN Bet,-9.5,Kansas State -9.5
401525904,Kansas State,Iowa State,Bovada,-9.5,Kansas State -9.5
401520225,Georgia,South Carolina,DraftKings,-24.5,Georgia -24.5
401520225,Georgia,South Carolina,Bovada,-26.5,Georgia -26.5
401520225,Georgia,South Carolina,William Hill (New Jersey),-27,Georgia -27
401525905,Oklahoma State,BYU,DraftKings,-17.5,Oklahoma State -17.5
401525905,Oklahoma State,BYU,ESPN Bet,-16.5,Oklahoma State -16.5
401525905,Oklahoma State,BYU,Bovada,-15.5,Oklahoma State -15.5
401525505,Virginia,NC State,Bovada,8,NC State -8.0
401525505,Virginia,NC State,DraftKings,7.5,NC State -7.5
401525505,Virginia,NC State,William Hill (New Jersey),8.5,NC State -8.5
401531376,Tulane,UTSA,Bovada,-3.5,Tulane -3.5
401531376,Tulane,UTSA,ESPN Bet,-3.5,Tulane -3.5
401531376,Tulane,UTSA,DraftKings,-2.5,Tulane -2.5
401531394,Temple,Memphis,DraftKings,11,Memphis -11
401531394,Temple,Memphis,Bovada,13.5,Memphis -13.5
401531394,Temple,Memphis,ESPN Bet,13.5,Memphis -13.5
401532583,San Diego State,Boise State,Bovada,4.5,Boise State -4.5
401532583,San Diego State,Boise State,DraftKings,6.5,Boise State -6.5
401532583,San Diego State,Boise State,William Hill (New Jersey),6.5,Boise State -6.5
401520266,Purdue,Wisconsin,Bovada,6,Wisconsin -6.0
401520266,Purdue,Wisconsin,DraftKings,6.5,Wisconsin -6.5
401520266,Purdue,Wisconsin,William Hill (New Jersey),5.5,Wisconsin -5.5
401531339,Tulsa,Temple,Bovada,-3.5,Tulsa -3.5
401531339,Tulsa,Temple,DraftKings,-3,Tulsa -3
401531339,Tulsa,Temple,William Hill (New Jersey),-3,Tulsa -3
401520277,Western Kentucky,Middle Tennessee,Bovada,-5.5,Western Kentucky -5.5
401520277,Western Kentucky,Middle Tennessee,DraftKings,-7,Western Kentucky -7
401520277,Western Kentucky,Middle Tennessee,William Hill (New Jersey),-6.5,Western Kentucky -6.5
401524020,Oregon State,Utah,DraftKings,-3.5,Oregon State -3.5
401524020,Oregon State,Utah,Bovada,-3,Oregon State -3.0
401524020,Oregon State,Utah,William Hill (New Jersey),-4,Oregon State -4
401525512,NC State,Louisville,Bovada,3,Louisville -3.0
401525512,NC State,Louisville,DraftKings,3.5,Louisville -3.5
401525512,NC State,Louisville,William Hill (New Jersey),3.5,Louisville -3.5
401520278,UTEP,Louisiana Tech,DraftKings,-1,UTEP -1
401520278,UTEP,Louisiana Tech,Bovada,1,Louisiana Tech -1.0
401520278,UTEP,Louisiana Tech,William Hill (New Jersey),2,Louisiana Tech -2
401520279,Arkansas,Texas A&M,DraftKings,6,Texas A&M -6
401520279,Arkansas,Texas A&M,Bovada,6.5,Texas A&M -6.5
401520279,Arkansas,Texas A&M,William Hill (New Jersey),6.5,Texas A&M -6.5
401520283,Maryland,Indiana,DraftKings,-14,Maryland -14
401520283,Maryland,Indiana,Bovada,-14,Maryland -14.0
401520283,Maryland,Indiana,William Hill (New Jersey),-14.5,Maryland -14.5
401520286,Nebraska,Michigan,DraftKings,17,Michigan -17
401520286,Nebraska,Michigan,Bovada,17.5,Michigan -17.5
401520286,Nebraska,Michigan,William Hill (New Jersey),17,Michigan -17
401520287,Northwestern,Penn State,Bovada,25.5,Penn State -25.5
401520287,Northwestern,Penn State,DraftKings,27,Penn State -27
401520287,Northwestern,Penn State,William Hill (New Jersey),27,Penn State -27
401520293,Vanderbilt,Missouri,Bovada,13.5,Missouri -13.5
401520293,Vanderbilt,Missouri,DraftKings,13.5,Missouri -13.5
401520293,Vanderbilt,Missouri,William Hill (New Jersey),14,Missouri -14
401532594,Utah State,Fresno State,DraftKings,7,Fresno State -7
401532594,Utah State,Fresno State,Bovada,5.5,Fresno State -5.5
401532594,Utah State,Fresno State,William Hill (New Jersey),5.5,Fresno State -5.5
401524021,Arizona,Washington,DraftKings,20,Washington -20
401524021,Arizona,Washington,Bovada,17.5,Washington -17.5
401524021,Arizona,Washington,William Hill (New Jersey),20,Washington -20
401520316,Alabama,Arkansas,DraftKings,-19.5,Alabama -19.5
401520316,Alabama,Arkansas,Bovada,-19.5,Alabama -19.5
401520316,Alabama,Arkansas,William Hill (New Jersey),-19,Alabama -19
401520318,Kentucky,Missouri,DraftKings,-2.5,Kentucky -2.5
401520318,Kentucky,Missouri,Bovada,-2,Kentucky -2.0
401520318,Kentucky,Missouri,William Hill (New Jersey),-1.5,Kentucky -1.5
401520319,LSU,Auburn,Bovada,-11,LSU -11.0
401520319,LSU,Auburn,DraftKings,-11.5,LSU -11.5
401520319,LSU,Auburn,William Hill (New Jersey),-11,LSU -11
401520320,Maryland,Illinois,Bovada,-13,Maryland -13.0
401520320,Maryland,Illinois,DraftKings,-13.5,Maryland -13.5
401520320,Maryland,Illinois,William Hill (New Jersey),-13.5,Maryland -13.5
401525548,Clemson,Georgia Tech,Bovada,-14.5,Clemson -14.5
401525548,Clemson,Georgia Tech,DraftKings,-15.5,Clemson -15.5
401525548,Clemson,Georgia Tech,ESPN Bet,-17.5,Clemson -17.5
401525549,North Carolina,Duke,Bovada,-10,North Carolina -10.0
401525549,North Carolina,Duke,ESPN Bet,-10.5,North Carolina -10.5
401525549,North Carolina,Duke,DraftKings,-9.5,North Carolina -9.5
401525550,Florida State,Miami,ESPN Bet,-15.5,Florida State -15.5
401525550,Florida State,Miami,DraftKings,-14,Florida State -14
401525550,Florida State,Miami,Bovada,-14.5,Florida State -14.5
401525551,Wake Forest,NC State,Bovada,2,NC State -2.0
401525551,Wake Forest,NC State,DraftKings,2.5,NC State -2.5
401525551,Wake Forest,NC State,ESPN Bet,-0.5,Wake Forest -0.5
401525552,Syracuse,Pittsburgh,Bovada,3,Pittsburgh -3.0
401525552,Syracuse,Pittsburgh,DraftKings,1,Pittsburgh -1
401525552,Syracuse,Pittsburgh,ESPN Bet,4.5,Pittsburgh -4.5
401525886,BYU,Iowa State,Bovada,7.5,Iowa State -7.5
401525886,BYU,Iowa State,DraftKings,7,Iowa State -7
401525886,BYU,Iowa State,ESPN Bet,7.5,Iowa State -7.5
401525887,Houston,Cincinnati,Bovada,-3,Houston -3.0
401525887,Houston,Cincinnati,DraftKings,-2.5,Houston -2.5
401525887,Houston,Cincinnati,ESPN Bet,-3.5,Houston -3.5
401525888,Kansas,Texas Tech,Bovada,-3.5,Kansas -3.5
401525888,Kansas,Texas Tech,DraftKings,-3.5,Kansas -3.5
401525888,Kansas,Texas Tech,ESPN Bet,-3.5,Kansas -3.5
401525889,Kansas State,Baylor,Bovada,-21,Kansas State -21.0
401525889,Kansas State,Baylor,DraftKings,-19,Kansas State -19
401525889,Kansas State,Baylor,ESPN Bet,-20.5,Kansas State -20.5
401525890,Oklahoma,West Virginia,Bovada,-13,Oklahoma -13.0
401525890,Oklahoma,West Virginia,DraftKings,-12,Oklahoma -12
401525890,Oklahoma,West Virginia,ESPN Bet,-13.5,Oklahoma -13.5
401525891,TCU,Texas,ESPN Bet,12.5,Texas -12.5
401525891,TCU,Texas,DraftKings,6,Texas -6
401525891,TCU,Texas,Bovada,13,Texas -13.0
401525892,UCF,Oklahoma State,Bovada,2,Oklahoma State -2.0
401525892,UCF,Oklahoma State,DraftKings,2.5,Oklahoma State -2.5
401525892,UCF,Oklahoma State,ESPN Bet,2.5,Oklahoma State -2.5
401531344,Tulane,Tulsa,Bovada,-25,Tulane -25.0
401531344,Tulane,Tulsa,DraftKings,-22.5,Tulane -22.5
401531344,Tulane,Tulsa,ESPN Bet,-24.5,Tulane -24.5
401531384,Navy,UAB,Bovada,3,UAB -3.0
401531384,Navy,UAB,DraftKings,4.5,UAB -4.5
401531384,Navy,UAB,ESPN Bet,3.5,UAB -3.5
401520275,Florida International,Liberty,Bovada,10,Liberty -10.0
401520275,Florida International,Liberty,DraftKings,10,Liberty -10
401520275,Florida International,Liberty,William Hill (New Jersey),10,Liberty -10
401531393,South Florida,Temple,Bovada,-7,South Florida -7.0
401531393,South Florida,Temple,DraftKings,-7.5,South Florida -7.5
401531393,South Florida,Temple,ESPN Bet,-7.5,South Florida -7.5
401532618,UNLV,Wyoming,Bovada,-3,UNLV -3.0
401532618,UNLV,Wyoming,ESPN Bet,-2.5,UNLV -2.5
401532618,UNLV,Wyoming,DraftKings,-2.5,UNLV -2.5
401531400,UTSA,Rice,Bovada,-13.5,UTSA -13.5
401531400,UTSA,Rice,DraftKings,-13,UTSA -13
401531400,UTSA,Rice,ESPN Bet,-13.5,UTSA -13.5
401531408,Charlotte,Memphis,Bovada,10,Memphis -10.0
401531408,Charlotte,Memphis,DraftKings,11,Memphis -11
401531408,Charlotte,Memphis,ESPN Bet,9.5,Memphis -9.5
401520380,Arkansas,Auburn,Bovada,-2,Arkansas -2.0
401520380,Arkansas,Auburn,DraftKings,-3,Arkansas -3
401520380,Arkansas,Auburn,ESPN Bet,-2.5,Arkansas -2.5
401531416,Florida Atlantic,East Carolina,Bovada,-7.5,Florida Atlantic -7.5
401531416,Florida Atlantic,East Carolina,DraftKings,-9.5,Florida Atlantic -9.5
401531416,Florida Atlantic,East Carolina,ESPN Bet,-7.5,Florida Atlantic -7.5
401520382,Georgia,Ole Miss,ESPN Bet,-10.5,Georgia -10.5
401520382,Georgia,Ole Miss,DraftKings,-13,Georgia -13
401520382,Georgia,Ole Miss,Bovada,-11,Georgia -11.0
401531912,Coastal Carolina,Texas State,Bovada,3,Texas State -3.0
401531912,Coastal Carolina,Texas State,ESPN Bet,2.5,Texas State -2.5
401520383,Illinois,Indiana,Bovada,-4.5,Illinois -4.5
401520383,Illinois,Indiana,DraftKings,-5.5,Illinois -5.5
401520383,Illinois,Indiana,ESPN Bet,-4.5,Illinois -4.5
401531913,Georgia State,App State,Bovada,-3,Georgia State -3.0
401531913,Georgia State,App State,DraftKings,-2,Georgia State -2
401531913,Georgia State,App State,ESPN Bet,-2.5,Georgia State -2.5
401520384,Iowa,Rutgers,Bovada,-1,Iowa -1.0
401520384,Iowa,Rutgers,DraftKings,-2.5,Iowa -2.5
401520384,Iowa,Rutgers,ESPN Bet,2.5,Rutgers -2.5
401531914,Marshall,Georgia Southern,Bovada,1.5,Georgia Southern -1.5
401531914,Marshall,Georgia Southern,DraftKings,1.5,Georgia Southern -1.5
401531914,Marshall,Georgia Southern,ESPN Bet,1.5,Georgia Southern -1.5
401531915,UL Monroe,Troy,Bovada,21.5,Troy -21.5
401531915,UL Monroe,Troy,DraftKings,20,Troy -20
401531915,UL Monroe,Troy,ESPN Bet,23.5,Troy -23.5
401531916,South Alabama,Arkansas State,Bovada,-15,South Alabama -15.0
401531916,South Alabama,Arkansas State,DraftKings,-12,South Alabama -12
401531916,South Alabama,Arkansas State,ESPN Bet,-14.5,South Alabama -14.5
401532613,Hawai'i,Air Force,Bovada,20.5,Air Force -20.5
