Id,home_market,away_market,LineProvider,Spread,FormattedSpread
401540239,Idaho State,Eastern Washington,William Hill (New Jersey),12.5,Eastern Washington -12.5
401540168,Houston Christian,Prairie View A&M,William Hill (New Jersey),2,Prairie View A&M -2
401540063,Georgetown,Lafayette,William Hill (New Jersey),9.5,Lafayette -9.5
401540037,St. Francis (PA),Merrimack,William Hill (New Jersey),-1.5,St. Francis (PA) -1.5
401531838,Marshall,UAlbany,Bovada,-22,Marshall -22.0
401531838,Marshall,UAlbany,William Hill (New Jersey),-22,Marshall -22
401540053,Colgate,Bucknell,William Hill (New Jersey),-7.5,Colgate -7.5
401540070,Fordham,Holy Cross,William Hill (New Jersey),10,Holy Cross -10
401540106,Illinois State,Northern Iowa,William Hill (New Jersey),1.5,Northern Iowa -1.5
401540330,Cornell,Princeton,Caesars Sportsbook (Colorado),5.5,Princeton -5.5
401540459,Butler,Valparaiso,William Hill (New Jersey),-13,Butler -13
401540492,Maine,UAlbany,William Hill (New Jersey),11,UAlbany -11
401540504,William & Mary,Monmouth,Caesars Sportsbook (Colorado),-2.5,William & Mary -2.5
401540517,Drake,Stetson,William Hill (New Jersey),-14,Drake -14
401540532,Rhode Island,New Hampshire,William Hill (New Jersey),4.5,New Hampshire -4.5
401540486,Gardner-Webb,UT Martin,William Hill (New Jersey),6,UT Martin -6
401540588,VMI,Chattanooga,William Hill (New Jersey),18.5,Chattanooga -18.5
401539984,Norfolk State,Morgan State,William Hill (New Jersey),0,Morgan State -0
401540303,North Dakota,Indiana State,William Hill (New Jersey),-26,North Dakota -26
401540351,Youngstown State,Missouri State,William Hill (New Jersey),-10,Youngstown State -10
401540419,Hampton,North Carolina A&T,William Hill (New Jersey),-4,Hampton -4
401520154,Georgia,UT Martin,Bovada,-51,Georgia -51.0
401520154,Georgia,UT Martin,William Hill (New Jersey),-50,Georgia -50
401531402,Charlotte,South Carolina State,Bovada,-23.5,Charlotte -23.5
401531402,Charlotte,South Carolina State,William Hill (New Jersey),-24,Charlotte -24
401531418,Florida Atlantic,Monmouth,Bovada,-26,Florida Atlantic -26.0
401531418,Florida Atlantic,Monmouth,Caesars Sportsbook (Colorado),-26.5,Florida Atlantic -26.5
401520381,Army,Holy Cross,ESPN Bet,-11.5,Army -11.5
401531841,Troy,Stephen F. Austin,Bovada,-26,Troy -26.0
401531841,Troy,Stephen F. Austin,William Hill (New Jersey),-26,Troy -26
401540580,Villanova,Towson,ESPN Bet,-18,Villanova -18
401540596,Western Carolina,East Tennessee State,ESPN Bet,-17,Western Carolina -17
401540603,Furman,VMI,ESPN Bet,-21.5,Furman -21.5
401540332,Dartmouth,Cornell,ESPN Bet,-7.5,Dartmouth -7.5
401540393,McNeese,Incarnate Word,William Hill (New Jersey),22,Incarnate Word -22
401534855,Delaware State,Howard,William Hill (New Jersey),19,Howard -19
401540415,Richmond,Elon,ESPN Bet,-3,Richmond -3
401540497,Robert Morris,Tennessee Tech,William Hill (New Jersey),0,Tennessee Tech -0
401540428,Lindenwood,Bryant,ESPN Bet,10,Bryant -10
401541634,Yale,Columbia,William Hill (New Jersey),-7.5,Yale -7.5
401540443,South Dakota,South Dakota State,William Hill (New Jersey),14.5,South Dakota State -14.5
401540111,Alabama State,Alabama A&M,William Hill (New Jersey),-2.5,Alabama State -2.5
401540317,Richmond,Campbell,William Hill (New Jersey),-2,Richmond -2
401540526,St. Thomas (MN),Marist,William Hill (New Jersey),-10.5,St. Thomas (MN) -10.5
401540366,North Dakota State,Murray State,William Hill (New Jersey),-32.5,North Dakota State -32.5
401540018,Duquesne,Stonehill,ESPN Bet,-12.5,Duquesne -12.5
401540153,Florida A&M,Prairie View A&M,William Hill (New Jersey),-20,Florida A&M -20
401540179,Austin Peay,North Alabama,William Hill (New Jersey),-21,Austin Peay -21
401540108,Illinois State,Murray State,ESPN Bet,-16.5,Illinois State -16.5
401540241,Portland State,Eastern Washington,William Hill (New Jersey),2.5,Eastern Washington -2.5
401540453,Youngstown State,South Dakota State,ESPN Bet,16,South Dakota State -16
401540247,Idaho,Montana State,William Hill (New Jersey),6,Montana State -6
401540477,Robert Morris,Charleston Southern,ESPN Bet,2,Charleston Southern -2
401540276,Northern Arizona,UC Davis,William Hill (New Jersey),3,UC Davis -3
401540506,Monmouth,New Hampshire,ESPN Bet,-3.5,Monmouth -3.5
401540327,Towson,Delaware,William Hill (New Jersey),9.5,Delaware -9.5
401540339,Harvard,Dartmouth,William Hill (New Jersey),-8.5,Harvard -8.5
401540076,Lafayette,Fordham,ESPN Bet,-2.5,Lafayette -2.5
401540449,Western Illinois,Southern Illinois,William Hill (New Jersey),28,Southern Illinois -28
401540297,Columbia,Brown,ESPN Bet,-2,Columbia -2
401540171,Southern,Texas Southern,William Hill (New Jersey),-11,Southern -11
401540055,Bucknell,Georgetown,ESPN Bet,2,Georgetown -2
401540189,Central Arkansas,Tarleton State,William Hill (New Jersey),-11,Central Arkansas -11
401540084,Colgate,Lehigh,ESPN Bet,-3.5,Colgate -3.5
401540404,Stetson,Davidson,ESPN Bet,16.5,Davidson -16.5
401540113,Bethune-Cookman,Alabama A&M,ESPN Bet,3.5,Alabama A&M -3.5
401540305,Indiana State,Western Illinois,ESPN Bet,-14.5,Indiana State -14.5
401540427,Bryant,Gardner-Webb,ESPN Bet,2,Gardner-Webb -2
401540318,Campbell,Delaware,ESPN Bet,11.5,Delaware -11.5
401540505,Monmouth,Stony Brook,ESPN Bet,-24.5,Monmouth -24.5
401540344,Harvard,Pennsylvania,ESPN Bet,-7,Harvard -7
401540533,New Hampshire,Villanova,ESPN Bet,1.5,Villanova -1.5
401540405,Morehead State,Davidson,ESPN Bet,14,Davidson -14
401540112,Alabama A&M,Florida A&M,ESPN Bet,13.5,Florida A&M -13.5
401540421,Hampton,William & Mary,ESPN Bet,11.5,William & Mary -11.5
401540367,Murray State,North Dakota,ESPN Bet,19.5,North Dakota -19.5
401540482,Eastern Illinois,Tennessee State,ESPN Bet,-4,Eastern Illinois -4
401540444,Southern Illinois,South Dakota,ESPN Bet,-8,Southern Illinois -8
401540512,Dayton,Marist,ESPN Bet,-1.5,Dayton -1.5
401540460,Valparaiso,Dayton,ESPN Bet,-3,Valparaiso -3
401540547,Rhode Island,North Carolina A&T,ESPN Bet,-17,Rhode Island -17
401540576,Villanova,Stony Brook,William Hill (New Jersey),-27.5,Villanova -27.5
401540594,Furman,East Tennessee State,William Hill (New Jersey),-24,Furman -24
401540613,Western Carolina,Mercer,Caesars Sportsbook (Colorado),-8,Western Carolina -8
401540551,Morehead State,Butler,ESPN Bet,7.5,Butler -7.5
401540614,The Citadel,Mercer,ESPN Bet,20,Mercer -20
401540129,Alcorn State,Mississippi Valley State,Caesars Sportsbook (Colorado),-19.5,Alcorn State -19.5
401540137,Arkansas-Pine Bluff,Jackson State,Caesars Sportsbook (Colorado),21,Jackson State -21
401540145,Grambling,Bethune-Cookman,Caesars Sportsbook (Colorado),-7,Grambling -7
401540536,Tennessee Tech,UT Martin,ESPN Bet,16.5,UT Martin -16.5
401540107,Missouri State,Illinois State,ESPN Bet,1.5,Illinois State -1.5
401540209,Southern Utah,Abilene Christian,Caesars Sportsbook (Colorado),-3.5,Southern Utah -3.5
401540262,Montana,Northern Colorado,Caesars Sportsbook (Colorado),-23.5,Montana -23.5
401525823,Oklahoma State,Central Arkansas,Bovada,-26.5,Oklahoma State -26.5
401525823,Oklahoma State,Central Arkansas,William Hill (New Jersey),-25.5,Oklahoma State -25.5
401540248,Northern Colorado,Idaho,ESPN Bet,27.5,Idaho -27.5
401540501,Nicholls,Southeast Missouri State,Caesars Sportsbook (Colorado),3.5,Southeast Missouri State -3.5
401540386,South Dakota State,North Dakota State,ESPN Bet,-14,South Dakota State -14
401540481,Lindenwood,Eastern Illinois,ESPN Bet,10,Eastern Illinois -10
401540626,Wofford,Western Carolina,ESPN Bet,20.5,Western Carolina -20.5
401553854,Montana State,Northern Arizona,ESPN Bet,-23.5,Montana State -23.5
401534856,South Carolina State,Howard,ESPN Bet,6.5,Howard -6.5
401539975,Morgan State,Delaware State,ESPN Bet,-17.5,Morgan State -17.5
401539991,North Carolina Central,Norfolk State,ESPN Bet,-18,North Carolina Central -18
401540232,Eastern Washington,Cal Poly,ESPN Bet,-21.5,Eastern Washington -21.5
401540380,Lamar,East Texas A&M,ESPN Bet,-3.5,Lamar -3.5
401540476,Charleston Southern,Tennessee State,ESPN Bet,8,Tennessee State -8
401544202,Incarnate Word,Nicholls,ESPN Bet,-7.5,Incarnate Word -7.5
401540121,Alabama State,Grambling,ESPN Bet,-1.5,Alabama State -1.5
401540363,Murray State,Presbyterian,Bovada,-28.5,Murray State -28.5
401523986,USC,San José State,DraftKings,-30.5,USC -30.5
401523986,USC,San José State,Bovada,-30.5,USC -30.5
401523986,USC,San José State,teamrankings,-30,USC -30
401523986,USC,San José State,consensus,-30.5,USC -30.5
401523986,USC,San José State,William Hill (New Jersey),-31.5,USC -31.5
401525434,Notre Dame,Navy,DraftKings,-20,Notre Dame -20
401525434,Notre Dame,Navy,Bovada,-20.5,Notre Dame -20.5
401525434,Notre Dame,Navy,teamrankings,-20.5,Notre Dame -20.5
401525434,Notre Dame,Navy,consensus,-20,Notre Dame -20
401525434,Notre Dame,Navy,William Hill (New Jersey),-20.5,Notre Dame -20.5
401525450,New Mexico State,Massachusetts,DraftKings,-8,New Mexico State -8
401525450,New Mexico State,Massachusetts,Bovada,-7.5,New Mexico State -7.5
401525450,New Mexico State,Massachusetts,teamrankings,-8,New Mexico State -8
401525450,New Mexico State,Massachusetts,consensus,-8,New Mexico State -8
401525450,New Mexico State,Massachusetts,William Hill (New Jersey),-7,New Mexico State -7
401532392,San Diego State,Ohio,DraftKings,-3.5,San Diego State -3.5
401532392,San Diego State,Ohio,Bovada,-2.5,San Diego State -2.5
401532392,San Diego State,Ohio,teamrankings,-3,San Diego State -3
401532392,San Diego State,Ohio,consensus,-3.5,San Diego State -3.5
401532392,San Diego State,Ohio,William Hill (New Jersey),-2,San Diego State -2
401520145,Jacksonville State,UTEP,DraftKings,,UTEP -null
401520145,Jacksonville State,UTEP,Bovada,1,UTEP -1.0
401520145,Jacksonville State,UTEP,teamrankings,1,UTEP -1
401520145,Jacksonville State,UTEP,William Hill (New Jersey),1.5,UTEP -1.5
401520162,Michigan,East Carolina,Bovada,-35.5,Michigan -35.5
401520162,Michigan,East Carolina,DraftKings,-36,Michigan -36
401520162,Michigan,East Carolina,teamrankings,-35,Michigan -35
401520162,Michigan,East Carolina,consensus,-34.5,Michigan -34.5
401520162,Michigan,East Carolina,William Hill (New Jersey),-36,Michigan -36
401523987,Arizona State,Southern Utah,Bovada,-31,Arizona State -31.0
401523987,Arizona State,Southern Utah,DraftKings,-34.5,Arizona State -34.5
401523987,Arizona State,Southern Utah,William Hill (New Jersey),-34,Arizona State -34
401520163,Michigan State,Central Michigan,Bovada,-14,Michigan State -14.0
401520163,Michigan State,Central Michigan,DraftKings,-14,Michigan State -14
401520163,Michigan State,Central Michigan,teamrankings,-14.5,Michigan State -14.5
401520163,Michigan State,Central Michigan,consensus,-15,Michigan State -15
401520163,Michigan State,Central Michigan,William Hill (New Jersey),-14,Michigan State -14
401525461,Wake Forest,Elon,DraftKings,-32.5,Wake Forest -32.5
401525461,Wake Forest,Elon,Bovada,-30.5,Wake Forest -30.5
401525461,Wake Forest,Elon,William Hill (New Jersey),-33.5,Wake Forest -33.5
401520164,Mississippi State,SE Louisiana,Bovada,-31.5,Mississippi State -31.5
401520164,Mississippi State,SE Louisiana,William Hill (New Jersey),-31.5,Mississippi State -31.5
401525816,UCF,Kent State,Bovada,-35.5,UCF -35.5
401525816,UCF,Kent State,DraftKings,-35.5,UCF -35.5
401525816,UCF,Kent State,teamrankings,-35,UCF -35
401525816,UCF,Kent State,consensus,-33.5,UCF -33.5
401525816,UCF,Kent State,William Hill (New Jersey),-35,UCF -35
401520166,New Mexico State,Western Illinois,Bovada,-21,New Mexico State -21.0
401520166,New Mexico State,Western Illinois,William Hill (New Jersey),-21,New Mexico State -21
401532575,Hawai'i,UAlbany,William Hill (New Jersey),-10.5,Hawai'i -10.5
401532576,Nevada,Idaho,DraftKings,2.5,Idaho -2.5
401532576,Nevada,Idaho,William Hill (New Jersey),5.5,Idaho -5.5
401532577,New Mexico,Tennessee Tech,William Hill (New Jersey),-16,New Mexico -16
401532578,San José State,Cal Poly,DraftKings,-22.5,San José State -22.5
401532578,San José State,Cal Poly,William Hill (New Jersey),-23.5,San José State -23.5
401531871,Ball State,Georgia Southern,Bovada,6,Georgia Southern -6.0
401531871,Ball State,Georgia Southern,DraftKings,6,Georgia Southern -6
401531871,Ball State,Georgia Southern,William Hill (New Jersey),6,Georgia Southern -6
401520227,Iowa,Western Michigan,Bovada,-28.5,Iowa -28.5
401520227,Iowa,Western Michigan,William Hill (New Jersey),-28.5,Iowa -28.5
401531872,Utah State,James Madison,Bovada,5,James Madison -5.0
401531872,Utah State,James Madison,DraftKings,4.5,James Madison -4.5
401531872,Utah State,James Madison,William Hill (New Jersey),5.5,James Madison -5.5
401520228,Kentucky,Akron,Bovada,-25.5,Kentucky -25.5
401520228,Kentucky,Akron,William Hill (New Jersey),-25,Kentucky -25
401520229,Louisiana Tech,North Texas,Bovada,-4.5,Louisiana Tech -4.5
401520229,Louisiana Tech,North Texas,William Hill (New Jersey),-4.5,Louisiana Tech -4.5
401531874,Arkansas State,Southern Miss,Bovada,7,Southern Miss -7.0
401531874,Arkansas State,Southern Miss,DraftKings,6,Southern Miss -6
401531874,Arkansas State,Southern Miss,William Hill (New Jersey),7,Southern Miss -7
401520231,Maryland,Virginia,Bovada,-16,Maryland -16.0
401520231,Maryland,Virginia,William Hill (New Jersey),-16.5,Maryland -16.5
401520232,Michigan,Bowling Green,Bovada,-41,Michigan -41.0
401520232,Michigan,Bowling Green,William Hill (New Jersey),-40.5,Michigan -40.5
401520233,Michigan State,Washington,Bovada,15,Washington -15.0
401520233,Michigan State,Washington,DraftKings,15,Washington -15
401520233,Michigan State,Washington,William Hill (New Jersey),14.5,Washington -14.5
401531875,Louisiana,Buffalo,Bovada,-10.5,Louisiana -10.5
401531875,Louisiana,Buffalo,DraftKings,-10,Louisiana -10
401531875,Louisiana,Buffalo,William Hill (New Jersey),-10.5,Louisiana -10.5
401520236,Missouri,Kansas State,DraftKings,2,Kansas State -2
401520236,Missouri,Kansas State,Bovada,3.5,Kansas State -3.5
401520236,Missouri,Kansas State,William Hill (New Jersey),3.5,Kansas State -3.5
401531876,South Alabama,Central Michigan,Bovada,-16,South Alabama -16.0
401531876,South Alabama,Central Michigan,DraftKings,-16,South Alabama -16
401531876,South Alabama,Central Michigan,William Hill (New Jersey),-16.5,South Alabama -16.5
401531877,Texas State,Nevada,Bovada,-17,Texas State -17.0
401531877,Texas State,Nevada,DraftKings,-17,Texas State -17
401531877,Texas State,Nevada,William Hill (New Jersey),-17,Texas State -17
401532405,Bowling Green,Ohio,Bovada,13,Ohio -13.0
401532405,Bowling Green,Ohio,DraftKings,13,Ohio -13
401532405,Bowling Green,Ohio,William Hill (New Jersey),13,Ohio -13
401532406,Toledo,Western Michigan,Bovada,-21.5,Toledo -21.5
401532406,Toledo,Western Michigan,DraftKings,-21.5,Toledo -21.5
401532406,Toledo,Western Michigan,William Hill (New Jersey),-21.5,Toledo -21.5
401532407,Fresno State,Kent State,DraftKings,-28,Fresno State -28
401532407,Fresno State,Kent State,Bovada,-27,Fresno State -27.0
401532407,Fresno State,Kent State,William Hill (New Jersey),-27.5,Fresno State -27.5
401532408,Miami (OH),Delaware State,Caesars Sportsbook (Colorado),-40.5,Miami (OH) -40.5
401532584,San José State,Air Force,Bovada,6.5,Air Force -6.5
401532584,San José State,Air Force,DraftKings,6,Air Force -6
401532584,San José State,Air Force,William Hill (New Jersey),6,Air Force -6
401520250,Alabama,Ole Miss,Bovada,-7,Alabama -7.0
401520250,Alabama,Ole Miss,DraftKings,-7,Alabama -7
401520250,Alabama,Ole Miss,William Hill (New Jersey),-7,Alabama -7
401520251,Florida,Charlotte,Bovada,-27.5,Florida -27.5
401520251,Florida,Charlotte,DraftKings,-28,Florida -28
401520251,Florida,Charlotte,William Hill (New Jersey),-28,Florida -28
401520237,Nebraska,Northern Illinois,Bovada,-11.5,Nebraska -11.5
401520237,Nebraska,Northern Illinois,William Hill (New Jersey),-11.5,Nebraska -11.5
401520252,Georgia,UAB,Bovada,-41,Georgia -41.0
401520252,Georgia,UAB,DraftKings,-41.5,Georgia -41.5
401520252,Georgia,UAB,William Hill (New Jersey),-40,Georgia -40
401520239,North Carolina,Minnesota,DraftKings,-6,North Carolina -6
401520239,North Carolina,Minnesota,Bovada,-7,North Carolina -7.0
401520239,North Carolina,Minnesota,William Hill (New Jersey),-7,North Carolina -7
401520253,Hawai'i,New Mexico State,Bovada,-4,Hawai'i -4.0
401520253,Hawai'i,New Mexico State,DraftKings,-3,Hawai'i -3
401520253,Hawai'i,New Mexico State,William Hill (New Jersey),-4,Hawai'i -4
401520240,Ohio State,Western Kentucky,Bovada,-29.5,Ohio State -29.5
401520240,Ohio State,Western Kentucky,William Hill (New Jersey),-29.5,Ohio State -29.5
401520241,Ole Miss,Georgia Tech,Bovada,-17,Ole Miss -17.0
401520241,Ole Miss,Georgia Tech,William Hill (New Jersey),-17,Ole Miss -17
401531881,Marshall,Old Dominion,DraftKings,-14,Marshall -14
401531881,Marshall,Old Dominion,Bovada,-14,Marshall -14.0
401531881,Marshall,Old Dominion,William Hill (New Jersey),-14.5,Marshall -14.5
401520243,Rutgers,Virginia Tech,Bovada,-6.5,Rutgers -6.5
401520243,Rutgers,Virginia Tech,Caesars Sportsbook (Colorado),-6.5,Rutgers -6.5
401531882,UL Monroe,App State,DraftKings,13.5,App State -13.5
401531882,UL Monroe,App State,Bovada,13.5,App State -13.5
401531882,UL Monroe,App State,William Hill (New Jersey),13.5,App State -13.5
401520247,UNLV,Vanderbilt,Bovada,4.5,Vanderbilt -4.5
401520247,UNLV,Vanderbilt,William Hill (New Jersey),4.5,Vanderbilt -4.5
401520249,Wisconsin,Georgia Southern,Bovada,-20.5,Wisconsin -20.5
401520249,Wisconsin,Georgia Southern,William Hill (New Jersey),-20.5,Wisconsin -20.5
401531883,Southern Miss,Texas State,Bovada,7,Texas State -7.0
401531883,Southern Miss,Texas State,DraftKings,5,Texas State -5
401531883,Southern Miss,Texas State,William Hill (New Jersey),6.5,Texas State -6.5
401520291,Tennessee,South Carolina,Bovada,-13,Tennessee -13.0
401520291,Tennessee,South Carolina,DraftKings,-12.5,Tennessee -12.5
401520291,Tennessee,South Carolina,William Hill (New Jersey),-12,Tennessee -12
401532409,Western Michigan,Ball State,DraftKings,-1.5,Western Michigan -1.5
401532409,Western Michigan,Ball State,Bovada,-1,Western Michigan -1.0
401532409,Western Michigan,Ball State,William Hill (New Jersey),-1.5,Western Michigan -1.5
401520292,UConn,Utah State,DraftKings,6,Utah State -6
401520292,UConn,Utah State,Bovada,4.5,Utah State -4.5
401520292,UConn,Utah State,William Hill (New Jersey),4,Utah State -4
401532410,Central Michigan,Eastern Michigan,DraftKings,-7.5,Central Michigan -7.5
401532410,Central Michigan,Eastern Michigan,Bovada,-7.5,Central Michigan -7.5
401532410,Central Michigan,Eastern Michigan,William Hill (New Jersey),-9.5,Central Michigan -9.5
401520294,Middle Tennessee,Jacksonville State,Bovada,-3,Middle Tennessee -3.0
401520294,Middle Tennessee,Jacksonville State,DraftKings,-3.5,Middle Tennessee -3.5
401520294,Middle Tennessee,Jacksonville State,William Hill (New Jersey),-2.5,Middle Tennessee -2.5
401532411,Toledo,Northern Illinois,DraftKings,-13,Toledo -13
401532411,Toledo,Northern Illinois,Bovada,-13.5,Toledo -13.5
401532411,Toledo,Northern Illinois,William Hill (New Jersey),-13,Toledo -13
401520297,New Mexico State,Florida International,Bovada,-6.5,New Mexico State -6.5
401520297,New Mexico State,Florida International,DraftKings,-6.5,New Mexico State -6.5
401520297,New Mexico State,Florida International,William Hill (New Jersey),-6.5,New Mexico State -6.5
401532412,Akron,Buffalo,DraftKings,-2.5,Akron -2.5
401532412,Akron,Buffalo,Bovada,-2.5,Akron -2.5
401532412,Akron,Buffalo,William Hill (New Jersey),-3,Akron -3
401532413,Kent State,Miami (OH),DraftKings,14.5,Miami (OH) -14.5
401532413,Kent State,Miami (OH),Bovada,14.5,Miami (OH) -14.5
401532413,Kent State,Miami (OH),William Hill (New Jersey),14,Miami (OH) -14
401520295,Louisiana Tech,Western Kentucky,Bovada,6,Western Kentucky -6.0
401520295,Louisiana Tech,Western Kentucky,DraftKings,6,Western Kentucky -6
401520295,Louisiana Tech,Western Kentucky,William Hill (New Jersey),6,Western Kentucky -6
401520296,Liberty,Sam Houston,Bovada,-21.5,Liberty -21.5
401520296,Liberty,Sam Houston,DraftKings,-19,Liberty -19
401520296,Liberty,Sam Houston,William Hill (New Jersey),-21,Liberty -21
401524025,USC,Arizona,Bovada,-21,USC -21.0
401524025,USC,Arizona,DraftKings,-21.5,USC -21.5
401524025,USC,Arizona,William Hill (New Jersey),-21,USC -21
401532586,UNLV,Hawai'i,Bovada,-11,UNLV -11.0
401532586,UNLV,Hawai'i,DraftKings,-11,UNLV -11
401532586,UNLV,Hawai'i,William Hill (New Jersey),-10.5,UNLV -10.5
401520298,Army,Boston College,Bovada,-2,Army -2.0
401520298,Army,Boston College,DraftKings,-3,Army -3
401520298,Army,Boston College,William Hill (New Jersey),-2.5,Army -2.5
401532587,Fresno State,Nevada,DraftKings,-24.5,Fresno State -24.5
401532587,Fresno State,Nevada,Bovada,-24.5,Fresno State -24.5
401532587,Fresno State,Nevada,William Hill (New Jersey),-25.5,Fresno State -25.5
401520300,Georgia,Kentucky,Bovada,-14.5,Georgia -14.5
401520300,Georgia,Kentucky,DraftKings,-14.5,Georgia -14.5
401520300,Georgia,Kentucky,William Hill (New Jersey),-14.5,Georgia -14.5
401532588,Wyoming,New Mexico,Bovada,-14,Wyoming -14.0
401532588,Wyoming,New Mexico,DraftKings,-14,Wyoming -14
401532588,Wyoming,New Mexico,William Hill (New Jersey),-14.5,Wyoming -14.5
401520280,Auburn,Georgia,Bovada,14.5,Georgia -14.5
401520280,Auburn,Georgia,DraftKings,14,Georgia -14
401520280,Auburn,Georgia,William Hill (New Jersey),14,Georgia -14
401520281,Iowa,Michigan State,DraftKings,-12.5,Iowa -12.5
401520281,Iowa,Michigan State,Bovada,-12,Iowa -12.0
401520281,Iowa,Michigan State,William Hill (New Jersey),-10,Iowa -10
401520282,Kentucky,Florida,DraftKings,-1.5,Kentucky -1.5
401520282,Kentucky,Florida,Bovada,-2.5,Kentucky -2.5
401520282,Kentucky,Florida,William Hill (New Jersey),-1,Kentucky -1
401520285,Mississippi State,Alabama,DraftKings,14.5,Alabama -14.5
401520285,Mississippi State,Alabama,Bovada,14,Alabama -14.0
401520285,Mississippi State,Alabama,William Hill (New Jersey),16.5,Alabama -16.5
401520289,Purdue,Illinois,DraftKings,-1,Purdue -1
401520289,Purdue,Illinois,Bovada,-1,Purdue -1.0
401520289,Purdue,Illinois,William Hill (New Jersey),0,Illinois -0
401520290,Rutgers,Wagner,Caesars Sportsbook (Colorado),-46,Rutgers -46
401520302,Iowa,Purdue,Bovada,-2,Iowa -2.0
401520302,Iowa,Purdue,DraftKings,-2.5,Iowa -2.5
401520302,Iowa,Purdue,William Hill (New Jersey),-2.5,Iowa -2.5
401520305,Missouri,LSU,Bovada,6.5,LSU -6.5
401520305,Missouri,LSU,DraftKings,4,LSU -4
401520305,Missouri,LSU,William Hill (New Jersey),6,LSU -6
401520306,Northwestern,Howard,William Hill (New Jersey),-23,Northwestern -23
401520308,Ole Miss,Arkansas,DraftKings,-11.5,Ole Miss -11.5
401520308,Ole Miss,Arkansas,Bovada,-13.5,Ole Miss -13.5
401520308,Ole Miss,Arkansas,William Hill (New Jersey),-13,Ole Miss -13
401520309,Rice,UConn,Bovada,-10,Rice -10.0
401520309,Rice,UConn,DraftKings,-9.5,Rice -9.5
401520309,Rice,UConn,William Hill (New Jersey),-10,Rice -10
401520311,Wisconsin,Rutgers,Bovada,-13,Wisconsin -13.0
401520311,Wisconsin,Rutgers,DraftKings,-13,Wisconsin -13
401520311,Wisconsin,Rutgers,Caesars Sportsbook (Colorado),-12.5,Wisconsin -12.5
401524026,Arizona State,Colorado,Bovada,3,Colorado -3.0
401524026,Arizona State,Colorado,DraftKings,4,Colorado -4
401524026,Arizona State,Colorado,William Hill (New Jersey),3,Colorado -3
401524027,California,Oregon State,Bovada,7.5,Oregon State -7.5
401524027,California,Oregon State,DraftKings,9.5,Oregon State -9.5
401524027,California,Oregon State,William Hill (New Jersey),7.5,Oregon State -7.5
401524028,UCLA,Washington State,Bovada,-3.5,UCLA -3.5
401524028,UCLA,Washington State,DraftKings,-3.5,UCLA -3.5
401524028,UCLA,Washington State,William Hill (New Jersey),-3,UCLA -3
401525439,Louisville,Notre Dame,Bovada,6,Notre Dame -6.0
401525439,Louisville,Notre Dame,DraftKings,6,Notre Dame -6
401525439,Louisville,Notre Dame,William Hill (New Jersey),6.5,Notre Dame -6.5
401520352,Florida,Georgia,DraftKings,14.5,Georgia -14.5
401520352,Florida,Georgia,Bovada,14,Georgia -14.0
401520352,Florida,Georgia,William Hill (New Jersey),14,Georgia -14
401520357,Ole Miss,Vanderbilt,Bovada,-24,Ole Miss -24.0
401520357,Ole Miss,Vanderbilt,DraftKings,-24.5,Ole Miss -24.5
401520357,Ole Miss,Vanderbilt,William Hill (New Jersey),-24,Ole Miss -24
401524039,Arizona,Oregon State,DraftKings,3.5,Oregon State -3.5
401524039,Arizona,Oregon State,Bovada,3,Oregon State -3.0
401524039,Arizona,Oregon State,William Hill (New Jersey),3,Oregon State -3
401524042,Stanford,Washington,Bovada,28,Washington -28.0
401524042,Stanford,Washington,DraftKings,26.5,Washington -26.5
401524042,Stanford,Washington,William Hill (New Jersey),27.5,Washington -27.5
401524044,Utah,Oregon,Bovada,6.5,Oregon -6.5
401524044,Utah,Oregon,DraftKings,6.5,Oregon -6.5
401524044,Utah,Oregon,William Hill (New Jersey),6.5,Oregon -6.5
401525440,Notre Dame,Pittsburgh,Bovada,-21,Notre Dame -21.0
401525440,Notre Dame,Pittsburgh,DraftKings,-20.5,Notre Dame -20.5
401525440,Notre Dame,Pittsburgh,William Hill (New Jersey),-21,Notre Dame -21
401525535,Louisville,Duke,DraftKings,-4.5,Louisville -4.5
401525535,Louisville,Duke,Bovada,-5,Louisville -5.0
401525535,Louisville,Duke,William Hill (New Jersey),-5,Louisville -5
401525536,Wake Forest,Florida State,DraftKings,20.5,Florida State -20.5
401525536,Wake Forest,Florida State,Bovada,21,Florida State -21.0
401525536,Wake Forest,Florida State,William Hill (New Jersey),21,Florida State -21
401525537,Georgia Tech,North Carolina,DraftKings,11,North Carolina -11
401525537,Georgia Tech,North Carolina,Bovada,12.5,North Carolina -12.5
401525537,Georgia Tech,North Carolina,William Hill (New Jersey),12,North Carolina -12
401525874,Kansas,Oklahoma,DraftKings,9,Oklahoma -9
401525874,Kansas,Oklahoma,Bovada,7,Oklahoma -7.0
401525874,Kansas,Oklahoma,William Hill (New Jersey),7,Oklahoma -7
401525877,Texas,BYU,DraftKings,-18.5,Texas -18.5
401525877,Texas,BYU,Bovada,-20.5,Texas -20.5
401525877,Texas,BYU,William Hill (New Jersey),-20.5,Texas -20.5
401531373,Rice,Tulane,Bovada,10,Tulane -10.0
401531373,Rice,Tulane,DraftKings,10.5,Tulane -10.5
401531373,Rice,Tulane,William Hill (New Jersey),10,Tulane -10
401520288,Ole Miss,LSU,DraftKings,2.5,LSU -2.5
401520288,Ole Miss,LSU,Bovada,3,LSU -3.0
